stop_id,stop_name,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding
02102,15800 Yonge St. @ Saint John's Sideroad,44.0138626,-79.4708405,63,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=02102,0,,2
02101,Yonge St. @ Spruce Ave.,43.8511429,-79.4323959,61,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=02101,0,,2
02100,Yonge St. @ Yongehurst Dr.,43.8627815,-79.4354706,61,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=02100,0,,2
02094,Yonge St. @ Valhalla Crt.,44.0064583,-79.4693451,63,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=02094,0,,2
02093,Yonge St. @ Valhalla Crt.,44.0061722,-79.468895,63,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=02093,0,,2
02092,Yonge St. @ Uplands Ave.,43.8269348,-79.4267807,60,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=02092,0,,1
02088,Yonge St. @ Thornhill Ave.,43.8253212,-79.4267273,60,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=02088,0,,1
02084,Yonge St. @ St. John's Sideroad,44.019352,-79.472023,64,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=02084,0,,2
02083,Yonge St. @ St. John's Sideroad,44.0184898,-79.4722061,64,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=02083,0,,2
02081,Yonge St. @ Scott Dr.,43.8467216,-79.4316711,61,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=02081,0,,1
02080,Yonge St. @ Sawmill Valley Dr.,44.0332527,-79.4755478,64,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=02080,0,,2
02079,Yonge St. @ Royal Orchard Blvd.,43.8227158,-79.4257965,60,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=02079,0,,2
02078,Yonge St. @ Royal Orchard Blvd.,43.8223343,-79.426033,60,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=02078,0,,1
02072,Yonge St. @ Observatory Ln.,43.8581696,-79.4340744,61,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=02072,0,,1
02071,Yonge St. @ Oak Ave.,43.8500443,-79.4324112,61,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=02071,0,,1
02069,Yonge St. @ Northern Heights Dr.,43.849144,-79.4318695,61,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=02069,0,,2
02068,Yonge St. @ North St.,44.0976105,-79.4905701,65,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=02068,0,,2
02067,Yonge St. @ North St.,44.0978394,-79.4906998,65,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=02067,0,,2
02061,Yonge St. @ Mulock Dr.,44.0358086,-79.4761047,64,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=02061,0,,1
02060,Yonge St. @ Mulock Dr.,44.0367699,-79.4759674,64,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=02060,0,,1
02059,Yonge St. @ Millard Ave. W.,44.0513725,-79.4797592,64,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=02059,0,,1
02058,Yonge St. @ Meadowview Ave.,43.8020096,-79.4213104,60,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=02058,0,,1
02057,Yonge St. @ May Ave.,43.8640823,-79.4357605,61,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=02057,0,,2
02056,Yonge St. @ May Ave.,43.8639069,-79.435379,61,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=02056,0,,1
02055,Yonge St. @ Mark St.,44.0040436,-79.4685364,63,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=02055,0,,2
02052,Yonge St. @ Major Mackenzie Dr. E.,43.8708229,-79.4369049,61,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=02052,0,,2
02046,Yonge St. @ Kingston Rd.,44.0609932,-79.4816971,64,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=02046,0,,2
02043,Yonge St. @ John St.,43.8139114,-79.4238434,60,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=02043,0,,2
02042,Yonge St. @ Thornridge Dr.,43.8135796,-79.4240112,60,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=02042,0,,2
02041,Yonge St. @ Joe Persechini Dr.,44.0269051,-79.4741211,64,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=02041,0,,1
02036,Yonge St. @ Hwy. 407,43.8365974,-79.4293518,60,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=02036,0,,2
02035,Yonge St. @ Hopkins St.,43.8696709,-79.4370117,61,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=02035,0,,1
02034,Yonge St. @ Hwy. 407,43.8368607,-79.4290314,60,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=02034,0,,2
02033,Yonge St. @ High Tech Rd.,43.8415108,-79.4304962,61,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=02033,0,,2
02032,Yonge St. @ High Tech Rd.,43.8413315,-79.4300156,60,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=02032,0,,1
02029,Yonge St. @ Harding Blvd. W.,43.8667831,-79.4363785,61,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=02029,0,,2
02028,Yonge St. @ Harding Blvd.,43.8663788,-79.4359741,61,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=02028,0,,2
02027,Yonge St. @ Green Ln. E.,44.0726738,-79.4845963,64,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=02027,0,,1
02024,Yonge St. @ Glen Cameron Rd.,43.8051033,-79.4217148,60,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=02024,0,,1
02023,Yonge St. @ Glen Cameron Rd.,43.8057404,-79.4222031,60,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=02023,0,,2
02021,Yonge St. @ Garden Ave.,43.8384552,-79.4297791,60,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=02021,0,,1
02019,Yonge St. @ Elmwood Ave.,43.8692818,-79.4366684,61,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=02019,0,,2
02018,Yonge St. @ Elgin St.,43.810688,-79.4231033,60,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=02018,0,,1
02015,Yonge St. @ Edgar Ave.,43.8484573,-79.4321365,61,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=02015,0,,2
02012,Yonge St. @ Doncaster Ave.,43.8016968,-79.4208908,60,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=02012,0,,1
02010,Yonge St. @ Dawson Manor Blvd.,44.0614586,-79.4821243,64,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=02010,0,,1
02005,Yonge St. @ Clearmeadow Blvd.,44.0404968,-79.4771194,64,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=02005,0,,2
02004,Yonge St. @ Clark Ave. W.,43.807312,-79.4226227,60,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=02004,0,,1
02003,Yonge St. @ Clarissa Dr.,43.8620453,-79.4350204,61,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=02003,0,,1
01998,Yonge St. @ Centre St.,43.8164711,-79.4247208,60,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01998,0,,1
01997,Yonge St. @ Bunker Rd.,43.8288956,-79.4272919,60,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01997,0,,1
01996,Yonge St. @ Bunker Rd.,43.8289528,-79.4275894,60,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01996,0,,1
01994,Yonge St. @ Bristol Rd.,44.0678329,-79.4833374,64,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01994,0,,1
01993,Yonge St. @ Bonshaw Ave.,44.0646324,-79.4830322,64,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01993,0,,1
01988,Yonge St. @ Beresford Dr.,43.8440056,-79.430687,61,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01988,0,,1
01987,Yonge St. @ Bay Thorn Dr.,43.8248672,-79.4262924,60,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01987,0,,1
01986,Yonge St. @ Bantry Ave.,43.846859,-79.4313583,61,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01986,0,,2
01984,Yonge St. @ Maple St.,44.0034065,-79.4686279,63,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01984,0,,2
01982,Yonge St. @ Aspenwood Dr.,44.0681725,-79.4838028,64,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01982,0,,1
01979,Yonge St. @ Carrville Rd.,43.8532715,-79.4332428,61,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01979,0,,1
01974,Toll Rd. @ Oriole Dr.,44.1052742,-79.5132294,65,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01974,0,,2
01973,Toll Rd. @ Oriole Dr.,44.1051941,-79.5132675,65,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01973,0,,2
01972,Toll Rd. @ Centennial Ave.,44.103157,-79.5050201,65,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01972,0,,2
01971,Toll Rd. @ Centennial Ave.,44.1031227,-79.505188,65,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01971,0,,2
01970,Toll Rd. @ Bradford St.,44.1004219,-79.4975357,65,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01970,0,,2
01969,Toll Rd. @ Bradford St.,44.1004066,-79.4977875,65,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01969,0,,2
01939,Rutherford Rd. @ Forest Fountain Dr.,43.8147736,-79.6108627,61,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01939,0,,1
01938,Rutherford Rd. @ Clarence St.,43.8155441,-79.606163,56,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01938,0,,2
01937,Rutherford Rd. @ Clarence St.,43.8159866,-79.6056671,56,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01937,0,,1
01926,Main St. @ Stouffer St.,43.9731178,-79.2386246,74,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01926,0,,2
01925,Main St. @ Market St.,43.9712067,-79.2472229,74,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01925,0,,2
01924,Main St. @ Church St. N.,43.9717598,-79.2452011,74,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01924,0,,2
01905,Langstaff Rd. E. @ Bayview Ave.,43.8346367,-79.4062042,61,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01905,0,,2
01904,King St. W. @ Nobleview Dr.,43.8985062,-79.6691742,57,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01904,0,,2
01903,King Rd. W. @ Chinook Dr.,43.9010963,-79.6572723,57,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01903,0,,2
01902,King Rd. W. @ Henry Gate,43.9003258,-79.6608887,57,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01902,0,,2
01896,King Rd. W. @ Nobleview Dr.,43.8985329,-79.6698685,57,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01896,0,,2
01894,King Rd. W. @ Henry Gate,43.9005394,-79.6607132,57,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01894,0,,2
01891,King Rd. W. @ Chinook Dr.,43.9012756,-79.6573181,57,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01891,0,,2
01888,Keele St. @ Teston Rd.,43.8732071,-79.5163879,61,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01888,0,,1
01887,Keele St. @ Teston Rd.,43.8736916,-79.5169067,61,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01887,0,,1
01886,Keele St. @ Snidercroft Rd.,43.7891464,-79.4969025,19,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01886,0,,2
01882,Keele St. @ Great Gulf Dr.,43.7887955,-79.4963379,19,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01882,0,,2
01878,Keele St. @ Drummond Dr.,43.8680077,-79.5155106,61,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01878,0,,1
01877,Keele St. @ Drummond Dr.,43.8673172,-79.5149994,61,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01877,0,,1
01876,Islington Ave. @ Tuscan Woods Trail,43.8290787,-79.6116409,56,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01876,0,,1
01875,Islington Ave. @ Tuscan Woods Trail,43.8291779,-79.6123199,56,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01875,0,,1
01874,Islington Ave. @ Sunset Ridge,43.8303375,-79.6145554,56,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01874,0,,1
01873,Islington Ave. @ Spring Berry Gate,43.8301239,-79.6133041,56,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01873,0,,2
01872,Islington Ave. @ Sonoma Blvd.,43.8216629,-79.6066055,56,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01872,0,,1
01871,Islington Ave. @ Sonoma Blvd.,43.8219757,-79.6071548,56,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01871,0,,2
01870,Islington Ave. @ Sevilla Blvd.,43.8360825,-79.6212387,56,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01870,0,,2
01869,Islington Ave. @ Rushworth Cr.,43.8390388,-79.6236649,56,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01869,0,,2
01868,Islington Ave. @ Pennon Rd.,43.8393974,-79.6242371,56,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01868,0,,2
01867,Islington Ave. @ Napa Valley Ave.,43.8259888,-79.6091156,56,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01867,0,,1
01866,Islington Ave. @ Napa Valley Ave.,43.82628,-79.60961,56,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01866,0,,2
01865,Islington Ave. @ Major Mackenzie Dr. W.,43.8319588,-79.6166992,56,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01865,0,,1
01864,Islington Ave. @ Major Mackenzie Dr. W.,43.8320732,-79.6173172,56,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01864,0,,1
01863,Islington Ave. @ Sevilla Blvd.,43.8362427,-79.6218262,56,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01863,0,,2
01862,Davis Dr. W. @ Yonge St.,44.0546494,-79.4805374,64,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01862,0,,1
01861,Hwy. 7 @ Swansea Rd.,43.8641014,-79.2980042,71,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01861,0,,2
01860,Hwy. 7 @ Swansea Rd.,43.8637314,-79.2985458,71,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01860,0,,1
01849,Hwy. 27 @ Zenway Blvd.,43.7775612,-79.6227722,61,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01849,0,,2
01848,Hwy. 27 @ West Royal Gate Blvd.,43.7696152,-79.6209183,61,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01848,0,,1
01847,Hwy. 27 @ Steeles Ave. W.,43.7557335,-79.6145325,61,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01847,0,,2
01844,Hwy. 27 @ Rutherford Rd.,43.8108902,-79.6288223,56,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01844,0,,2
01843,Hwy. 27 @ Rutherford Rd.,43.8102303,-79.6291199,56,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01843,0,,2
01842,Hwy. 27 @ Royalpark Way,43.8062439,-79.6287918,61,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01842,0,,1
01841,Hwy. 27 @ Royalpark Way,43.806591,-79.6290436,61,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01841,0,,2
01840,Hwy. 27 @ Royal Gate Blvd.,43.7693748,-79.6203918,61,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01840,0,,2
01839,Regional Rd. 27 @ Parkview Ave.,43.8999825,-79.6521072,57,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01839,0,,2
01838,Hwy. 27 @ Nickel Gate,43.7880249,-79.625145,61,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01838,0,,1
01836,Hwy. 27 @ Medallion Blvd.,43.7838211,-79.6240082,61,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01836,0,,2
01835,Hwy. 27 @ Martin Grove Rd.,43.7998466,-79.6281586,61,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01835,0,,1
01834,Hwy. 27 @ Martin Grove Rd.,43.8002815,-79.6286316,61,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01834,0,,1
01833,Hwy. 27 @ Langstaff Rd.,43.7925262,-79.6262512,61,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01833,0,,1
01832,Hwy. 27 @ Langstaff Rd.,43.791729,-79.6263275,61,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01832,0,,2
01831,Hwy. 27 @ Hwy. 7,43.7729149,-79.6213531,61,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01831,0,,2
01830,Hwy. 27 @ Hwy. 7,43.77357,-79.62184,61,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01830,0,,1
01829,Hwy. 27 @ Forest Heights Blvd.,43.8513947,-79.6389084,56,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01829,0,,2
01828,Hwy. 27 @ Forest Heights Blvd.,43.8513451,-79.6385956,56,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01828,0,,2
01827,Regional Rd. 27 @ Parkview Ave.,43.8999748,-79.6522675,57,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01827,0,,2
01826,Hwy. 27 @ Ashbridge Circle,43.7770576,-79.6222916,61,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01826,0,,2
01825,Yonge St. @ Old Yonge St.,44.082943,-79.4870758,65,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01825,0,,1
01822,Davis Dr. @ Patterson St.,44.0620232,-79.4491348,64,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01822,0,,1
01819,Davis Dr. @ Lundy's Ln.,44.0608406,-79.4540863,64,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01819,0,,1
01816,Davis Dr. @ Huron Heights Dr.,44.0628891,-79.4451447,64,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01816,0,,1
01812,Davis Dr. @ Ashton Rd.,44.0642853,-79.4387512,64,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01812,0,,2
01807,Bullock Dr. @ Hwy. 7,43.8656082,-79.2921219,71,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01807,0,,2
01806,Bullock Dr. @ Hwy. 7,43.8661575,-79.2920685,71,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01806,0,,2
01805,Bradford St. @ Yonge St.,44.101223,-79.4919434,65,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01805,0,,2
01804,Bradford St. @ Olive St.,44.1012955,-79.49263,65,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01804,0,,2
01803,Bayview Ave. @ Langstaff Rd. E.,43.8349037,-79.4053802,61,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01803,0,,2
01802,Tenth Line @ Aintree Dr.,43.978157,-79.2320175,74,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01802,0,,2
01801,Wellington St. E. @ Stronach Blvd.,44.0072441,-79.4335251,63,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01801,0,,1
01800,Wellington St. E. @ Mavrinac Blvd.,44.0076904,-79.4332504,63,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01800,0,,1
01731,Toronto St. S. @ Mill St.,44.1039429,-79.1250305,76,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01731,0,,2
01730,Toronto St. @ Elgin Park Dr.,44.0970039,-79.1285248,76,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01730,0,,2
01729,Trafalgar Rd. @ Leighland Ave.,43.4647789,-79.6880264,13,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01729,0,,2
01728,Trafalgar Rd. @ Rosegate Way,43.4822998,-79.7117538,13,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01728,0,,2
01727,Trafalgar Rd. @ White Oaks Blvd.,43.4666862,-79.6899948,13,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01727,0,,2
01726,Yonge St. @ Weldrick Rd. W.,43.8596649,-79.4347382,61,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01726,0,,1
01725,Main St. S. @ George St.,43.6511803,-79.9285126,35,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01725,0,,2
01724,Kipling Ave @ Belfield Rd,43.7050209,-79.5638123,04,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01724,0,,1
01721,Etobicoke North GO Bus,43.7066917,-79.565712,04,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01721,0,,1
01720,800 York St. @ Cityview Dr.,43.5589638,-80.2147369,39,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01720,0,,2
01719,Brock Rd. S. @ Old Brock Rd.,43.4719391,-80.1498718,39,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01719,0,,2
01718,Brock Rd. S. @ Maple Leaf Ln.,43.4715347,-80.1500168,39,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01718,0,,2
01717,Gordon St. @ Clairfields Dr. E.,43.504303,-80.1934967,39,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01717,0,,2
01716,Gordon St. @ Clairfields Dr. W.,43.5049019,-80.1943359,39,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01716,0,,1
01715,Gordon St. @ Arkell Rd.,43.5140228,-80.199501,39,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01715,0,,2
01714,Gordon St. @ Arkell Rd.,43.5137901,-80.1998749,39,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01714,0,,1
01713,Gordon St. @ Edinburgh Rd. S.,43.5166702,-80.2031174,39,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01713,0,,1
01712,Gordon St. @ Edinburgh Rd. S.,43.5163383,-80.2033386,39,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01712,0,,2
01711,Gordon St. @ Kortright Rd. E.,43.5224457,-80.2131119,39,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01711,0,,2
01710,Gordon St. @ Kortright Rd. W.,43.5221138,-80.21315,39,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01710,0,,2
01709,Gordon St. @ Stone Rd.,43.5270767,-80.2252502,39,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01709,0,,1
01708,Gordon St. @ Stone Rd.,43.5271797,-80.2259216,39,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01708,0,,1
01707,785 York Rd. @ Cityview Dr.,43.5588226,-80.2142868,39,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01707,0,,2
01706,Elizabeth St. @ Victoria Rd. S.,43.5553131,-80.2293396,39,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01706,0,,2
01705,Elizabeth St. @ Victoria Rd. S.,43.5554352,-80.22966,39,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01705,0,,1
01704,Elizabeth St. @ Stevenson St. S.,43.5527267,-80.23526,39,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01704,0,,2
01703,Elizabeth St. @ Stevenson St. S.,43.5534325,-80.2346191,39,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01703,0,,1
01702,Elizabeth St. @ Beaumont Cr.,43.5560417,-80.2197418,39,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01702,0,,1
01701,Elizabeth St. @ Beaumont Cr.,43.5557289,-80.2199249,39,https://www.gotransit.com/en/stations-stops-parking/find-a-station-or-stop/results?stationCode=01701,0,,2
