fare_id,price,currency_type,payment_method,transfers
67-1083,28.10,CAD,1,
97-67,20.05,CAD,1,
67-97,20.05,CAD,1,
96-67,19.10,CAD,1,
67-96,19.10,CAD,1,
95-67,18.60,CAD,1,
67-95,18.60,CAD,1,
94-67,18.10,CAD,1,
67-94,18.10,CAD,1,
93-67,17.35,CAD,1,
67-93,17.35,CAD,1,
92-67,16.65,CAD,1,
67-92,16.65,CAD,1,
91-67,16.00,CAD,1,
67-91,16.00,CAD,1,
90-67,13.90,CAD,1,
67-90,13.90,CAD,1,
89-67,13.85,CAD,1,
67-89,13.85,CAD,1,
88-67,17.00,CAD,1,
67-88,17.00,CAD,1,
87-67,15.60,CAD,1,
67-87,15.60,CAD,1,
86-67,14.95,CAD,1,
67-86,14.95,CAD,1,
85-67,24.85,CAD,1,
67-85,24.85,CAD,1,
84-67,27.05,CAD,1,
67-84,27.05,CAD,1,
83-67,25.10,CAD,1,
67-83,25.10,CAD,1,
82-67,22.80,CAD,1,
67-82,22.80,CAD,1,
81-67,22.15,CAD,1,
67-81,22.15,CAD,1,
80-67,20.90,CAD,1,
67-80,20.90,CAD,1,
77-67,12.75,CAD,1,
67-77,12.75,CAD,1,
76-67,20.45,CAD,1,
67-76,20.45,CAD,1,
75-67,19.85,CAD,1,
67-75,19.85,CAD,1,
74-67,18.90,CAD,1,
67-74,18.90,CAD,1,
73-67,18.05,CAD,1,
67-73,18.05,CAD,1,
72-67,17.50,CAD,1,
67-72,17.50,CAD,1,
71-67,17.35,CAD,1,
67-71,17.35,CAD,1,
70-67,17.15,CAD,1,
67-70,17.15,CAD,1,
69-67,6.50,CAD,1,
67-69,6.50,CAD,1,
68-67,5.30,CAD,1,
67-68,5.30,CAD,1,
67-67,5.30,CAD,1,
1084-66,29.45,CAD,1,
66-1084,29.45,CAD,1,
1083-66,27.50,CAD,1,
66-1083,27.50,CAD,1,
97-66,19.40,CAD,1,
66-97,19.40,CAD,1,
96-66,18.50,CAD,1,
66-96,18.50,CAD,1,
95-66,17.95,CAD,1,
66-95,17.95,CAD,1,
94-66,17.45,CAD,1,
66-94,17.45,CAD,1,
93-66,16.75,CAD,1,
66-93,16.75,CAD,1,
92-66,16.00,CAD,1,
66-92,16.00,CAD,1,
91-66,15.40,CAD,1,
66-91,15.40,CAD,1,
90-66,13.35,CAD,1,
66-90,13.35,CAD,1,
89-66,13.30,CAD,1,
66-89,13.30,CAD,1,
88-66,16.35,CAD,1,
66-88,16.35,CAD,1,
87-66,14.95,CAD,1,
66-87,14.95,CAD,1,
86-66,14.25,CAD,1,
66-86,14.25,CAD,1,
85-66,24.25,CAD,1,
66-85,24.25,CAD,1,
84-66,26.45,CAD,1,
66-84,26.45,CAD,1,
83-66,24.50,CAD,1,
66-83,24.50,CAD,1,
82-66,22.25,CAD,1,
66-82,22.25,CAD,1,
81-66,21.60,CAD,1,
66-81,21.60,CAD,1,
80-66,20.30,CAD,1,
66-80,20.30,CAD,1,
77-66,12.20,CAD,1,
66-77,12.20,CAD,1,
76-66,19.85,CAD,1,
66-76,19.85,CAD,1,
75-66,19.20,CAD,1,
66-75,19.20,CAD,1,
74-66,18.30,CAD,1,
66-74,18.30,CAD,1,
73-66,17.40,CAD,1,
66-73,17.40,CAD,1,
72-66,16.90,CAD,1,
66-72,16.90,CAD,1,
71-66,16.75,CAD,1,
66-71,16.75,CAD,1,
70-66,16.55,CAD,1,
66-70,16.55,CAD,1,
69-66,8.15,CAD,1,
66-69,8.15,CAD,1,
68-66,7.00,CAD,1,
66-68,7.00,CAD,1,
67-66,6.30,CAD,1,
66-67,6.30,CAD,1,
66-66,5.30,CAD,1,
1084-65,28.20,CAD,1,
65-1084,28.20,CAD,1,
1083-65,26.25,CAD,1,
65-1083,26.25,CAD,1,
97-65,18.20,CAD,1,
65-97,18.20,CAD,1,
96-65,17.25,CAD,1,
65-96,17.25,CAD,1,
95-65,16.75,CAD,1,
65-95,16.75,CAD,1,
94-65,16.20,CAD,1,
65-94,16.20,CAD,1,
93-65,15.50,CAD,1,
65-93,15.50,CAD,1,
92-65,14.80,CAD,1,
65-92,14.80,CAD,1,
91-65,14.15,CAD,1,
65-91,14.15,CAD,1,
90-65,12.10,CAD,1,
65-90,12.10,CAD,1,
89-65,12.05,CAD,1,
65-89,12.05,CAD,1,
88-65,15.05,CAD,1,
65-88,15.05,CAD,1,
87-65,13.65,CAD,1,
65-87,13.65,CAD,1,
86-65,13.00,CAD,1,
65-86,13.00,CAD,1,
85-65,23.00,CAD,1,
65-85,23.00,CAD,1,
84-65,25.20,CAD,1,
65-84,25.20,CAD,1,
83-65,23.25,CAD,1,
65-83,23.25,CAD,1,
82-65,21.00,CAD,1,
65-82,21.00,CAD,1,
81-65,20.30,CAD,1,
65-81,20.30,CAD,1,
80-65,19.05,CAD,1,
65-80,19.05,CAD,1,
77-65,10.95,CAD,1,
65-77,10.95,CAD,1,
76-65,18.60,CAD,1,
65-76,18.60,CAD,1,
75-65,17.95,CAD,1,
65-75,17.95,CAD,1,
74-65,17.05,CAD,1,
65-74,17.05,CAD,1,
73-65,16.15,CAD,1,
65-73,16.15,CAD,1,
72-65,15.65,CAD,1,
65-72,15.65,CAD,1,
71-65,15.50,CAD,1,
65-71,15.50,CAD,1,
70-65,15.30,CAD,1,
65-70,15.30,CAD,1,
69-65,9.25,CAD,1,
65-69,9.25,CAD,1,
68-65,8.65,CAD,1,
65-68,8.65,CAD,1,
67-65,7.40,CAD,1,
65-67,7.40,CAD,1,
66-65,6.80,CAD,1,
65-66,6.80,CAD,1,
65-65,5.30,CAD,1,
1084-64,27.15,CAD,1,
64-1084,27.15,CAD,1,
1083-64,25.20,CAD,1,
64-1083,25.20,CAD,1,
97-64,17.15,CAD,1,
64-97,17.15,CAD,1,
96-64,16.20,CAD,1,
64-96,16.20,CAD,1,
95-64,15.70,CAD,1,
64-95,15.70,CAD,1,
94-64,15.20,CAD,1,
64-94,15.20,CAD,1,
93-64,14.45,CAD,1,
64-93,14.45,CAD,1,
92-64,13.75,CAD,1,
64-92,13.75,CAD,1,
91-64,13.15,CAD,1,
64-91,13.15,CAD,1,
90-64,11.10,CAD,1,
64-90,11.10,CAD,1,
89-64,11.05,CAD,1,
64-89,11.05,CAD,1,
88-64,13.95,CAD,1,
64-88,13.95,CAD,1,
87-64,12.50,CAD,1,
64-87,12.50,CAD,1,
86-64,11.90,CAD,1,
64-86,11.90,CAD,1,
85-64,22.00,CAD,1,
64-85,22.00,CAD,1,
84-64,24.15,CAD,1,
64-84,24.15,CAD,1,
83-64,22.20,CAD,1,
64-83,22.20,CAD,1,
82-64,19.95,CAD,1,
64-82,19.95,CAD,1,
81-64,19.25,CAD,1,
64-81,19.25,CAD,1,
80-64,18.05,CAD,1,
64-80,18.05,CAD,1,
77-64,9.55,CAD,1,
64-77,9.55,CAD,1,
76-64,17.55,CAD,1,
64-76,17.55,CAD,1,
75-64,16.95,CAD,1,
64-75,16.95,CAD,1,
74-64,16.00,CAD,1,
64-74,16.00,CAD,1,
73-64,15.15,CAD,1,
64-73,15.15,CAD,1,
72-64,14.65,CAD,1,
64-72,14.65,CAD,1,
71-64,14.45,CAD,1,
64-71,14.45,CAD,1,
70-64,14.25,CAD,1,
64-70,14.25,CAD,1,
69-64,10.15,CAD,1,
64-69,10.15,CAD,1,
68-64,9.20,CAD,1,
64-68,9.20,CAD,1,
67-64,8.25,CAD,1,
64-67,8.25,CAD,1,
66-64,7.35,CAD,1,
64-66,7.35,CAD,1,
65-64,5.30,CAD,1,
64-65,5.30,CAD,1,
64-64,5.30,CAD,1,
1084-63,26.70,CAD,1,
63-1084,26.70,CAD,1,
1083-63,24.75,CAD,1,
63-1083,24.75,CAD,1,
97-63,16.65,CAD,1,
63-97,16.65,CAD,1,
96-63,15.70,CAD,1,
63-96,15.70,CAD,1,
95-63,15.20,CAD,1,
63-95,15.20,CAD,1,
94-63,14.70,CAD,1,
63-94,14.70,CAD,1,
93-63,13.95,CAD,1,
63-93,13.95,CAD,1,
92-63,13.25,CAD,1,
63-92,13.25,CAD,1,
91-63,12.60,CAD,1,
63-91,12.60,CAD,1,
90-63,10.65,CAD,1,
63-90,10.65,CAD,1,
89-63,10.60,CAD,1,
63-89,10.60,CAD,1,
88-63,13.40,CAD,1,
63-88,13.40,CAD,1,
87-63,12.00,CAD,1,
63-87,12.00,CAD,1,
86-63,11.35,CAD,1,
63-86,11.35,CAD,1,
85-63,21.50,CAD,1,
63-85,21.50,CAD,1,
84-63,23.70,CAD,1,
63-84,23.70,CAD,1,
83-63,21.75,CAD,1,
63-83,21.75,CAD,1,
82-63,19.45,CAD,1,
63-82,19.45,CAD,1,
81-63,18.80,CAD,1,
63-81,18.80,CAD,1,
80-63,17.50,CAD,1,
63-80,17.50,CAD,1,
77-63,8.95,CAD,1,
63-77,8.95,CAD,1,
76-63,17.05,CAD,1,
63-76,17.05,CAD,1,
75-63,16.45,CAD,1,
63-75,16.45,CAD,1,
74-63,15.50,CAD,1,
63-74,15.50,CAD,1,
73-63,14.65,CAD,1,
63-73,14.65,CAD,1,
72-63,14.10,CAD,1,
63-72,14.10,CAD,1,
71-63,13.95,CAD,1,
63-71,13.95,CAD,1,
70-63,13.75,CAD,1,
63-70,13.75,CAD,1,
69-63,10.80,CAD,1,
63-69,10.80,CAD,1,
68-63,10.25,CAD,1,
63-68,10.25,CAD,1,
67-63,8.90,CAD,1,
63-67,8.90,CAD,1,
66-63,8.35,CAD,1,
63-66,8.35,CAD,1,
65-63,6.70,CAD,1,
63-65,6.70,CAD,1,
64-63,5.30,CAD,1,
63-64,5.30,CAD,1,
63-63,5.30,CAD,1,
1084-62,26.00,CAD,1,
62-1084,26.00,CAD,1,
1083-62,24.05,CAD,1,
62-1083,24.05,CAD,1,
97-62,16.00,CAD,1,
62-97,16.00,CAD,1,
96-62,15.10,CAD,1,
62-96,15.10,CAD,1,
95-62,14.55,CAD,1,
62-95,14.55,CAD,1,
94-62,14.05,CAD,1,
62-94,14.05,CAD,1,
93-62,13.35,CAD,1,
62-93,13.35,CAD,1,
92-62,12.60,CAD,1,
62-92,12.60,CAD,1,
91-62,12.00,CAD,1,
62-91,12.00,CAD,1,
90-62,9.55,CAD,1,
62-90,9.55,CAD,1,
89-62,9.50,CAD,1,
62-89,9.50,CAD,1,
88-62,12.60,CAD,1,
62-88,12.60,CAD,1,
87-62,11.25,CAD,1,
62-87,11.25,CAD,1,
86-62,10.55,CAD,1,
62-86,10.55,CAD,1,
85-62,20.80,CAD,1,
62-85,20.80,CAD,1,
84-62,23.00,CAD,1,
62-84,23.00,CAD,1,
83-62,21.05,CAD,1,
62-83,21.05,CAD,1,
82-62,18.80,CAD,1,
62-82,18.80,CAD,1,
81-62,18.15,CAD,1,
62-81,18.15,CAD,1,
80-62,16.85,CAD,1,
62-80,16.85,CAD,1,
77-62,8.30,CAD,1,
62-77,8.30,CAD,1,
76-62,16.40,CAD,1,
62-76,16.40,CAD,1,
75-62,15.75,CAD,1,
62-75,15.75,CAD,1,
74-62,14.85,CAD,1,
62-74,14.85,CAD,1,
73-62,13.95,CAD,1,
62-73,13.95,CAD,1,
72-62,13.45,CAD,1,
62-72,13.45,CAD,1,
71-62,13.30,CAD,1,
62-71,13.30,CAD,1,
70-62,13.10,CAD,1,
62-70,13.10,CAD,1,
69-62,11.70,CAD,1,
62-69,11.70,CAD,1,
68-62,11.10,CAD,1,
62-68,11.10,CAD,1,
67-62,10.25,CAD,1,
62-67,10.25,CAD,1,
66-62,9.30,CAD,1,
62-66,9.30,CAD,1,
65-62,7.95,CAD,1,
62-65,7.95,CAD,1,
64-62,6.50,CAD,1,
62-64,6.50,CAD,1,
63-62,5.30,CAD,1,
62-63,5.30,CAD,1,
62-62,5.30,CAD,1,
1084-61,25.25,CAD,1,
61-1084,25.25,CAD,1,
1083-61,23.30,CAD,1,
61-1083,23.30,CAD,1,
97-61,15.20,CAD,1,
61-97,15.20,CAD,1,
96-61,14.00,CAD,1,
61-96,14.00,CAD,1,
95-61,13.55,CAD,1,
61-95,13.55,CAD,1,
94-61,13.00,CAD,1,
61-94,13.00,CAD,1,
93-61,12.30,CAD,1,
61-93,12.30,CAD,1,
92-61,11.65,CAD,1,
61-92,11.65,CAD,1,
91-61,11.00,CAD,1,
61-91,11.00,CAD,1,
90-61,8.60,CAD,1,
61-90,8.60,CAD,1,
89-61,8.55,CAD,1,
61-89,8.55,CAD,1,
88-61,11.90,CAD,1,
61-88,11.90,CAD,1,
87-61,10.45,CAD,1,
61-87,10.45,CAD,1,
86-61,9.50,CAD,1,
61-86,9.50,CAD,1,
85-61,20.10,CAD,1,
61-85,20.10,CAD,1,
84-61,22.25,CAD,1,
61-84,22.25,CAD,1,
83-61,20.30,CAD,1,
61-83,20.30,CAD,1,
82-61,18.10,CAD,1,
61-82,18.10,CAD,1,
81-61,17.35,CAD,1,
61-81,17.35,CAD,1,
80-61,16.10,CAD,1,
61-80,16.10,CAD,1,
77-61,7.05,CAD,1,
61-77,7.05,CAD,1,
76-61,15.65,CAD,1,
61-76,15.65,CAD,1,
75-61,15.05,CAD,1,
61-75,15.05,CAD,1,
74-61,14.10,CAD,1,
61-74,14.10,CAD,1,
73-61,13.25,CAD,1,
61-73,13.25,CAD,1,
72-61,12.70,CAD,1,
61-72,12.70,CAD,1,
71-61,12.55,CAD,1,
61-71,12.55,CAD,1,
70-61,12.35,CAD,1,
61-70,12.35,CAD,1,
69-61,12.45,CAD,1,
61-69,12.45,CAD,1,
68-61,11.95,CAD,1,
61-68,11.95,CAD,1,
67-61,11.10,CAD,1,
61-67,11.10,CAD,1,
66-61,10.55,CAD,1,
61-66,10.55,CAD,1,
65-61,8.90,CAD,1,
61-65,8.90,CAD,1,
64-61,7.95,CAD,1,
61-64,7.95,CAD,1,
63-61,6.95,CAD,1,
61-63,6.95,CAD,1,
62-61,5.65,CAD,1,
61-62,5.65,CAD,1,
61-61,5.30,CAD,1,
1084-60,25.15,CAD,1,
60-1084,25.15,CAD,1,
1083-60,23.20,CAD,1,
60-1083,23.20,CAD,1,
97-60,12.55,CAD,1,
60-97,12.55,CAD,1,
96-60,11.80,CAD,1,
60-96,11.80,CAD,1,
95-60,11.30,CAD,1,
60-95,11.30,CAD,1,
94-60,10.75,CAD,1,
60-94,10.75,CAD,1,
93-60,10.05,CAD,1,
60-93,10.05,CAD,1,
92-60,8.85,CAD,1,
60-92,8.85,CAD,1,
91-60,8.25,CAD,1,
60-91,8.25,CAD,1,
90-60,7.00,CAD,1,
60-90,7.00,CAD,1,
89-60,6.95,CAD,1,
60-89,6.95,CAD,1,
88-60,10.75,CAD,1,
60-88,10.75,CAD,1,
87-60,8.85,CAD,1,
60-87,8.85,CAD,1,
86-60,8.25,CAD,1,
60-86,8.25,CAD,1,
85-60,19.65,CAD,1,
60-85,19.65,CAD,1,
84-60,22.15,CAD,1,
60-84,22.15,CAD,1,
83-60,20.20,CAD,1,
60-83,20.20,CAD,1,
82-60,17.95,CAD,1,
60-82,17.95,CAD,1,
81-60,17.25,CAD,1,
60-81,17.25,CAD,1,
80-60,15.70,CAD,1,
60-80,15.70,CAD,1,
77-60,6.60,CAD,1,
60-77,6.60,CAD,1,
76-60,9.55,CAD,1,
60-76,9.55,CAD,1,
75-60,8.80,CAD,1,
60-75,8.80,CAD,1,
74-60,7.50,CAD,1,
60-74,7.50,CAD,1,
73-60,6.55,CAD,1,
60-73,6.55,CAD,1,
72-60,5.30,CAD,1,
60-72,5.30,CAD,1,
71-60,5.30,CAD,1,
60-71,5.30,CAD,1,
70-60,12.25,CAD,1,
60-70,12.25,CAD,1,
69-60,13.00,CAD,1,
60-69,13.00,CAD,1,
68-60,12.40,CAD,1,
60-68,12.40,CAD,1,
67-60,11.55,CAD,1,
60-67,11.55,CAD,1,
66-60,10.85,CAD,1,
60-66,10.85,CAD,1,
65-60,9.20,CAD,1,
60-65,9.20,CAD,1,
64-60,8.05,CAD,1,
60-64,8.05,CAD,1,
63-60,7.00,CAD,1,
60-63,7.00,CAD,1,
62-60,5.65,CAD,1,
60-62,5.65,CAD,1,
61-60,5.30,CAD,1,
60-61,5.30,CAD,1,
60-60,5.30,CAD,1,
1084-58,26.55,CAD,1,
58-1084,26.55,CAD,1,
1083-58,24.60,CAD,1,
58-1083,24.60,CAD,1,
97-58,17.90,CAD,1,
58-97,17.90,CAD,1,
96-58,17.15,CAD,1,
58-96,17.15,CAD,1,
95-58,16.65,CAD,1,
58-95,16.65,CAD,1,
94-58,16.10,CAD,1,
58-94,16.10,CAD,1,
93-58,15.40,CAD,1,
58-93,15.40,CAD,1,
92-58,14.70,CAD,1,
58-92,14.70,CAD,1,
91-58,14.00,CAD,1,
58-91,14.00,CAD,1,
90-58,12.90,CAD,1,
58-90,12.90,CAD,1,
89-58,12.10,CAD,1,
58-89,12.10,CAD,1,
88-58,14.95,CAD,1,
58-88,14.95,CAD,1,
87-58,15.20,CAD,1,
58-87,15.20,CAD,1,
86-58,14.55,CAD,1,
58-86,14.55,CAD,1,
85-58,21.55,CAD,1,
58-85,21.55,CAD,1,
84-58,23.55,CAD,1,
58-84,23.55,CAD,1,
83-58,21.60,CAD,1,
58-83,21.60,CAD,1,
82-58,19.35,CAD,1,
58-82,19.35,CAD,1,
81-58,18.65,CAD,1,
58-81,18.65,CAD,1,
80-58,17.55,CAD,1,
58-80,17.55,CAD,1,
77-58,10.35,CAD,1,
58-77,10.35,CAD,1,
76-58,16.95,CAD,1,
58-76,16.95,CAD,1,
75-58,16.35,CAD,1,
58-75,16.35,CAD,1,
74-58,15.40,CAD,1,
58-74,15.40,CAD,1,
73-58,14.50,CAD,1,
58-73,14.50,CAD,1,
72-58,14.00,CAD,1,
58-72,14.00,CAD,1,
71-58,13.85,CAD,1,
58-71,13.85,CAD,1,
70-58,13.65,CAD,1,
58-70,13.65,CAD,1,
69-58,19.55,CAD,1,
58-69,19.55,CAD,1,
68-58,19.05,CAD,1,
58-68,19.05,CAD,1,
67-58,18.20,CAD,1,
58-67,18.20,CAD,1,
66-58,17.55,CAD,1,
58-66,17.55,CAD,1,
65-58,16.35,CAD,1,
58-65,16.35,CAD,1,
64-58,15.30,CAD,1,
58-64,15.30,CAD,1,
63-58,14.80,CAD,1,
58-63,14.80,CAD,1,
62-58,14.10,CAD,1,
58-62,14.10,CAD,1,
61-58,13.40,CAD,1,
58-61,13.40,CAD,1,
60-58,13.30,CAD,1,
58-60,13.30,CAD,1,
58-58,5.30,CAD,1,
1084-57,26.25,CAD,1,
57-1084,26.25,CAD,1,
1083-57,24.25,CAD,1,
57-1083,24.25,CAD,1,
97-57,17.55,CAD,1,
57-97,17.55,CAD,1,
96-57,16.80,CAD,1,
57-96,16.80,CAD,1,
95-57,16.25,CAD,1,
57-95,16.25,CAD,1,
94-57,15.75,CAD,1,
57-94,15.75,CAD,1,
93-57,15.05,CAD,1,
57-93,15.05,CAD,1,
92-57,14.30,CAD,1,
57-92,14.30,CAD,1,
91-57,13.65,CAD,1,
57-91,13.65,CAD,1,
90-57,12.50,CAD,1,
57-90,12.50,CAD,1,
89-57,11.75,CAD,1,
57-89,11.75,CAD,1,
88-57,14.55,CAD,1,
57-88,14.55,CAD,1,
87-57,14.90,CAD,1,
57-87,14.90,CAD,1,
86-57,14.20,CAD,1,
57-86,14.20,CAD,1,
85-57,21.15,CAD,1,
57-85,21.15,CAD,1,
84-57,23.25,CAD,1,
57-84,23.25,CAD,1,
83-57,21.25,CAD,1,
57-83,21.25,CAD,1,
82-57,19.00,CAD,1,
57-82,19.00,CAD,1,
81-57,18.35,CAD,1,
57-81,18.35,CAD,1,
80-57,17.20,CAD,1,
57-80,17.20,CAD,1,
77-57,10.00,CAD,1,
57-77,10.00,CAD,1,
76-57,16.60,CAD,1,
57-76,16.60,CAD,1,
75-57,15.95,CAD,1,
57-75,15.95,CAD,1,
74-57,15.05,CAD,1,
57-74,15.05,CAD,1,
73-57,14.15,CAD,1,
57-73,14.15,CAD,1,
72-57,13.65,CAD,1,
57-72,13.65,CAD,1,
71-57,13.50,CAD,1,
57-71,13.50,CAD,1,
70-57,13.30,CAD,1,
57-70,13.30,CAD,1,
69-57,19.20,CAD,1,
57-69,19.20,CAD,1,
68-57,18.70,CAD,1,
57-68,18.70,CAD,1,
67-57,17.80,CAD,1,
57-67,17.80,CAD,1,
66-57,17.20,CAD,1,
57-66,17.20,CAD,1,
65-57,15.95,CAD,1,
57-65,15.95,CAD,1,
64-57,14.95,CAD,1,
57-64,14.95,CAD,1,
63-57,14.40,CAD,1,
57-63,14.40,CAD,1,
62-57,13.75,CAD,1,
57-62,13.75,CAD,1,
61-57,13.05,CAD,1,
57-61,13.05,CAD,1,
60-57,12.95,CAD,1,
57-60,12.95,CAD,1,
58-57,5.30,CAD,1,
57-58,5.30,CAD,1,
57-57,5.30,CAD,1,
1084-56,25.25,CAD,1,
56-1084,25.25,CAD,1,
1083-56,23.30,CAD,1,
56-1083,23.30,CAD,1,
97-56,16.60,CAD,1,
56-97,16.60,CAD,1,
96-56,15.80,CAD,1,
56-96,15.80,CAD,1,
95-56,15.30,CAD,1,
56-95,15.30,CAD,1,
94-56,14.80,CAD,1,
56-94,14.80,CAD,1,
93-56,14.05,CAD,1,
56-93,14.05,CAD,1,
92-56,13.35,CAD,1,
56-92,13.35,CAD,1,
91-56,12.65,CAD,1,
56-91,12.65,CAD,1,
90-56,11.55,CAD,1,
56-90,11.55,CAD,1,
89-56,10.80,CAD,1,
56-89,10.80,CAD,1,
88-56,13.60,CAD,1,
56-88,13.60,CAD,1,
87-56,13.90,CAD,1,
56-87,13.90,CAD,1,
86-56,13.25,CAD,1,
56-86,13.25,CAD,1,
85-56,20.20,CAD,1,
56-85,20.20,CAD,1,
84-56,22.25,CAD,1,
56-84,22.25,CAD,1,
83-56,20.30,CAD,1,
56-83,20.30,CAD,1,
82-56,18.05,CAD,1,
56-82,18.05,CAD,1,
81-56,17.35,CAD,1,
56-81,17.35,CAD,1,
80-56,16.20,CAD,1,
56-80,16.20,CAD,1,
77-56,8.60,CAD,1,
56-77,8.60,CAD,1,
76-56,15.60,CAD,1,
56-76,15.60,CAD,1,
75-56,15.00,CAD,1,
56-75,15.00,CAD,1,
74-56,14.05,CAD,1,
56-74,14.05,CAD,1,
73-56,13.20,CAD,1,
56-73,13.20,CAD,1,
72-56,12.65,CAD,1,
56-72,12.65,CAD,1,
71-56,12.50,CAD,1,
56-71,12.50,CAD,1,
70-56,12.30,CAD,1,
56-70,12.30,CAD,1,
69-56,18.25,CAD,1,
56-69,18.25,CAD,1,
68-56,17.70,CAD,1,
56-68,17.70,CAD,1,
67-56,16.85,CAD,1,
56-67,16.85,CAD,1,
66-56,16.20,CAD,1,
56-66,16.20,CAD,1,
65-56,15.00,CAD,1,
56-65,15.00,CAD,1,
64-56,13.95,CAD,1,
56-64,13.95,CAD,1,
63-56,13.45,CAD,1,
56-63,13.45,CAD,1,
62-56,12.75,CAD,1,
56-62,12.75,CAD,1,
61-56,12.05,CAD,1,
56-61,12.05,CAD,1,
60-56,11.95,CAD,1,
56-60,11.95,CAD,1,
58-56,6.80,CAD,1,
56-58,6.80,CAD,1,
57-56,6.50,CAD,1,
56-57,6.50,CAD,1,
56-56,5.30,CAD,1,
1084-55,32.95,CAD,1,
55-1084,32.95,CAD,1,
1083-55,31.00,CAD,1,
55-1083,31.00,CAD,1,
97-55,14.30,CAD,1,
55-97,14.30,CAD,1,
96-55,13.55,CAD,1,
55-96,13.55,CAD,1,
95-55,13.05,CAD,1,
55-95,13.05,CAD,1,
94-55,12.40,CAD,1,
55-94,12.40,CAD,1,
93-55,11.75,CAD,1,
55-93,11.75,CAD,1,
92-55,12.40,CAD,1,
55-92,12.40,CAD,1,
91-55,13.15,CAD,1,
55-91,13.15,CAD,1,
90-55,14.20,CAD,1,
55-90,14.20,CAD,1,
89-55,14.25,CAD,1,
55-89,14.25,CAD,1,
88-55,11.75,CAD,1,
55-88,11.75,CAD,1,
87-55,11.90,CAD,1,
55-87,11.90,CAD,1,
86-55,13.15,CAD,1,
55-86,13.15,CAD,1,
85-55,27.90,CAD,1,
55-85,27.90,CAD,1,
84-55,29.95,CAD,1,
55-84,29.95,CAD,1,
83-55,28.00,CAD,1,
55-83,28.00,CAD,1,
82-55,25.75,CAD,1,
55-82,25.75,CAD,1,
81-55,25.10,CAD,1,
55-81,25.10,CAD,1,
80-55,23.95,CAD,1,
55-80,23.95,CAD,1,
77-55,15.10,CAD,1,
55-77,15.10,CAD,1,
76-55,23.35,CAD,1,
55-76,23.35,CAD,1,
75-55,22.70,CAD,1,
55-75,22.70,CAD,1,
74-55,21.80,CAD,1,
55-74,21.80,CAD,1,
73-55,20.90,CAD,1,
55-73,20.90,CAD,1,
72-55,20.40,CAD,1,
55-72,20.40,CAD,1,
71-55,20.25,CAD,1,
55-71,20.25,CAD,1,
70-55,20.05,CAD,1,
55-70,20.05,CAD,1,
69-55,16.55,CAD,1,
55-69,16.55,CAD,1,
68-55,15.95,CAD,1,
55-68,15.95,CAD,1,
67-55,15.10,CAD,1,
55-67,15.10,CAD,1,
66-55,14.50,CAD,1,
55-66,14.50,CAD,1,
65-55,13.30,CAD,1,
55-65,13.30,CAD,1,
64-55,11.75,CAD,1,
55-64,11.75,CAD,1,
63-55,12.40,CAD,1,
55-63,12.40,CAD,1,
62-55,13.30,CAD,1,
55-62,13.30,CAD,1,
61-55,14.55,CAD,1,
55-61,14.55,CAD,1,
60-55,14.65,CAD,1,
55-60,14.65,CAD,1,
58-55,21.05,CAD,1,
55-58,21.05,CAD,1,
57-55,20.70,CAD,1,
55-57,20.70,CAD,1,
56-55,19.70,CAD,1,
55-56,19.70,CAD,1,
55-55,5.30,CAD,1,
1084-54,31.80,CAD,1,
54-1084,31.80,CAD,1,
1083-54,29.85,CAD,1,
54-1083,29.85,CAD,1,
97-54,13.15,CAD,1,
54-97,13.15,CAD,1,
96-54,12.35,CAD,1,
54-96,12.35,CAD,1,
95-54,11.85,CAD,1,
54-95,11.85,CAD,1,
94-54,11.30,CAD,1,
54-94,11.30,CAD,1,
93-54,10.55,CAD,1,
54-93,10.55,CAD,1,
92-54,11.25,CAD,1,
54-92,11.25,CAD,1,
91-54,11.95,CAD,1,
54-91,11.95,CAD,1,
90-54,13.05,CAD,1,
54-90,13.05,CAD,1,
89-54,13.10,CAD,1,
54-89,13.10,CAD,1,
88-54,10.55,CAD,1,
54-88,10.55,CAD,1,
87-54,10.70,CAD,1,
54-87,10.70,CAD,1,
86-54,11.95,CAD,1,
54-86,11.95,CAD,1,
85-54,26.75,CAD,1,
54-85,26.75,CAD,1,
84-54,28.80,CAD,1,
54-84,28.80,CAD,1,
83-54,26.85,CAD,1,
54-83,26.85,CAD,1,
82-54,24.55,CAD,1,
54-82,24.55,CAD,1,
81-54,23.90,CAD,1,
54-81,23.90,CAD,1,
80-54,22.75,CAD,1,
54-80,22.75,CAD,1,
77-54,13.90,CAD,1,
54-77,13.90,CAD,1,
76-54,22.15,CAD,1,
54-76,22.15,CAD,1,
75-54,21.55,CAD,1,
54-75,21.55,CAD,1,
74-54,20.60,CAD,1,
54-74,20.60,CAD,1,
73-54,19.70,CAD,1,
54-73,19.70,CAD,1,
72-54,19.20,CAD,1,
54-72,19.20,CAD,1,
71-54,19.05,CAD,1,
54-71,19.05,CAD,1,
70-54,18.85,CAD,1,
54-70,18.85,CAD,1,
69-54,23.45,CAD,1,
54-69,23.45,CAD,1,
68-54,22.90,CAD,1,
54-68,22.90,CAD,1,
67-54,22.05,CAD,1,
54-67,22.05,CAD,1,
66-54,21.40,CAD,1,
54-66,21.40,CAD,1,
65-54,20.20,CAD,1,
54-65,20.20,CAD,1,
64-54,19.15,CAD,1,
