fare_id,price,currency_type,payment_method,transfers
54-64,19.15,CAD,1,
63-54,18.65,CAD,1,
54-63,18.65,CAD,1,
62-54,18.05,CAD,1,
54-62,18.05,CAD,1,
61-54,17.20,CAD,1,
54-61,17.20,CAD,1,
60-54,17.20,CAD,1,
54-60,17.20,CAD,1,
58-54,19.90,CAD,1,
54-58,19.90,CAD,1,
57-54,19.50,CAD,1,
54-57,19.50,CAD,1,
56-54,18.55,CAD,1,
54-56,18.55,CAD,1,
55-54,6.75,CAD,1,
54-55,6.75,CAD,1,
54-54,5.30,CAD,1,
1084-53,30.60,CAD,1,
53-1084,30.60,CAD,1,
1083-53,28.65,CAD,1,
53-1083,28.65,CAD,1,
97-53,11.95,CAD,1,
53-97,11.95,CAD,1,
96-53,11.20,CAD,1,
53-96,11.20,CAD,1,
95-53,10.65,CAD,1,
53-95,10.65,CAD,1,
94-53,10.10,CAD,1,
53-94,10.10,CAD,1,
93-53,8.90,CAD,1,
53-93,8.90,CAD,1,
92-53,10.05,CAD,1,
53-92,10.05,CAD,1,
91-53,10.75,CAD,1,
53-91,10.75,CAD,1,
90-53,11.85,CAD,1,
53-90,11.85,CAD,1,
89-53,11.90,CAD,1,
53-89,11.90,CAD,1,
88-53,8.95,CAD,1,
53-88,8.95,CAD,1,
87-53,9.15,CAD,1,
53-87,9.15,CAD,1,
86-53,10.75,CAD,1,
53-86,10.75,CAD,1,
85-53,25.60,CAD,1,
53-85,25.60,CAD,1,
84-53,27.60,CAD,1,
53-84,27.60,CAD,1,
83-53,25.65,CAD,1,
53-83,25.65,CAD,1,
82-53,23.40,CAD,1,
53-82,23.40,CAD,1,
81-53,22.70,CAD,1,
53-81,22.70,CAD,1,
80-53,21.15,CAD,1,
53-80,21.15,CAD,1,
77-53,12.75,CAD,1,
53-77,12.75,CAD,1,
76-53,21.00,CAD,1,
53-76,21.00,CAD,1,
75-53,20.40,CAD,1,
53-75,20.40,CAD,1,
74-53,19.45,CAD,1,
53-74,19.45,CAD,1,
73-53,18.60,CAD,1,
53-73,18.60,CAD,1,
72-53,18.10,CAD,1,
53-72,18.10,CAD,1,
71-53,17.90,CAD,1,
53-71,17.90,CAD,1,
70-53,17.70,CAD,1,
53-70,17.70,CAD,1,
69-53,22.25,CAD,1,
53-69,22.25,CAD,1,
68-53,21.75,CAD,1,
53-68,21.75,CAD,1,
67-53,20.85,CAD,1,
53-67,20.85,CAD,1,
66-53,20.25,CAD,1,
53-66,20.25,CAD,1,
65-53,19.00,CAD,1,
53-65,19.00,CAD,1,
64-53,17.95,CAD,1,
53-64,17.95,CAD,1,
63-53,17.45,CAD,1,
53-63,17.45,CAD,1,
62-53,16.85,CAD,1,
53-62,16.85,CAD,1,
61-53,16.00,CAD,1,
53-61,16.00,CAD,1,
60-53,16.00,CAD,1,
53-60,16.00,CAD,1,
58-53,18.75,CAD,1,
53-58,18.75,CAD,1,
57-53,18.40,CAD,1,
53-57,18.40,CAD,1,
56-53,17.40,CAD,1,
53-56,17.40,CAD,1,
55-53,8.60,CAD,1,
53-55,8.60,CAD,1,
54-53,6.95,CAD,1,
53-54,6.95,CAD,1,
53-53,5.30,CAD,1,
1084-52,29.25,CAD,1,
52-1084,29.25,CAD,1,
1083-52,27.30,CAD,1,
52-1083,27.30,CAD,1,
97-52,10.60,CAD,1,
52-97,10.60,CAD,1,
96-52,9.50,CAD,1,
52-96,9.50,CAD,1,
95-52,8.85,CAD,1,
52-95,8.85,CAD,1,
94-52,8.25,CAD,1,
52-94,8.25,CAD,1,
93-52,7.10,CAD,1,
52-93,7.10,CAD,1,
92-52,8.20,CAD,1,
52-92,8.20,CAD,1,
91-52,8.95,CAD,1,
52-91,8.95,CAD,1,
90-52,10.45,CAD,1,
52-90,10.45,CAD,1,
89-52,10.50,CAD,1,
52-89,10.50,CAD,1,
88-52,7.10,CAD,1,
52-88,7.10,CAD,1,
87-52,7.35,CAD,1,
52-87,7.35,CAD,1,
86-52,8.95,CAD,1,
52-86,8.95,CAD,1,
85-52,24.20,CAD,1,
52-85,24.20,CAD,1,
84-52,26.25,CAD,1,
52-84,26.25,CAD,1,
83-52,24.30,CAD,1,
52-83,24.30,CAD,1,
82-52,22.05,CAD,1,
52-82,22.05,CAD,1,
81-52,21.35,CAD,1,
52-81,21.35,CAD,1,
80-52,20.25,CAD,1,
52-80,20.25,CAD,1,
77-52,11.40,CAD,1,
52-77,11.40,CAD,1,
76-52,19.60,CAD,1,
52-76,19.60,CAD,1,
75-52,19.00,CAD,1,
52-75,19.00,CAD,1,
74-52,18.10,CAD,1,
52-74,18.10,CAD,1,
73-52,17.20,CAD,1,
52-73,17.20,CAD,1,
72-52,16.70,CAD,1,
52-72,16.70,CAD,1,
71-52,16.55,CAD,1,
52-71,16.55,CAD,1,
70-52,16.35,CAD,1,
52-70,16.35,CAD,1,
69-52,20.85,CAD,1,
52-69,20.85,CAD,1,
68-52,20.35,CAD,1,
52-68,20.35,CAD,1,
67-52,19.45,CAD,1,
52-67,19.45,CAD,1,
66-52,18.85,CAD,1,
52-66,18.85,CAD,1,
65-52,17.60,CAD,1,
52-65,17.60,CAD,1,
64-52,16.60,CAD,1,
52-64,16.60,CAD,1,
63-52,16.05,CAD,1,
52-63,16.05,CAD,1,
62-52,15.45,CAD,1,
52-62,15.45,CAD,1,
61-52,14.65,CAD,1,
52-61,14.65,CAD,1,
60-52,14.65,CAD,1,
52-60,14.65,CAD,1,
58-52,17.35,CAD,1,
52-58,17.35,CAD,1,
57-52,17.00,CAD,1,
52-57,17.00,CAD,1,
56-52,16.00,CAD,1,
52-56,16.00,CAD,1,
55-52,10.05,CAD,1,
52-55,10.05,CAD,1,
54-52,8.40,CAD,1,
52-54,8.40,CAD,1,
53-52,6.75,CAD,1,
52-53,6.75,CAD,1,
52-52,5.30,CAD,1,
1084-51,28.30,CAD,1,
51-1084,28.30,CAD,1,
1083-51,26.35,CAD,1,
51-1083,26.35,CAD,1,
97-51,9.25,CAD,1,
51-97,9.25,CAD,1,
96-51,8.40,CAD,1,
51-96,8.40,CAD,1,
95-51,7.50,CAD,1,
51-95,7.50,CAD,1,
94-51,6.80,CAD,1,
51-94,6.80,CAD,1,
93-51,5.55,CAD,1,
51-93,5.55,CAD,1,
92-51,6.75,CAD,1,
51-92,6.75,CAD,1,
91-51,8.00,CAD,1,
51-91,8.00,CAD,1,
90-51,9.00,CAD,1,
51-90,9.00,CAD,1,
89-51,9.15,CAD,1,
51-89,9.15,CAD,1,
88-51,5.30,CAD,1,
51-88,5.30,CAD,1,
87-51,5.30,CAD,1,
51-87,5.30,CAD,1,
86-51,6.55,CAD,1,
51-86,6.55,CAD,1,
85-51,23.25,CAD,1,
51-85,23.25,CAD,1,
84-51,25.30,CAD,1,
51-84,25.30,CAD,1,
83-51,23.35,CAD,1,
51-83,23.35,CAD,1,
82-51,21.05,CAD,1,
51-82,21.05,CAD,1,
81-51,20.40,CAD,1,
51-81,20.40,CAD,1,
80-51,19.25,CAD,1,
51-80,19.25,CAD,1,
77-51,10.40,CAD,1,
51-77,10.40,CAD,1,
76-51,18.65,CAD,1,
51-76,18.65,CAD,1,
75-51,18.05,CAD,1,
51-75,18.05,CAD,1,
74-51,17.10,CAD,1,
51-74,17.10,CAD,1,
73-51,16.20,CAD,1,
51-73,16.20,CAD,1,
72-51,15.70,CAD,1,
51-72,15.70,CAD,1,
71-51,8.70,CAD,1,
51-71,8.70,CAD,1,
70-51,15.35,CAD,1,
51-70,15.35,CAD,1,
69-51,19.90,CAD,1,
51-69,19.90,CAD,1,
68-51,19.35,CAD,1,
51-68,19.35,CAD,1,
67-51,18.50,CAD,1,
51-67,18.50,CAD,1,
66-51,17.85,CAD,1,
51-66,17.85,CAD,1,
65-51,16.65,CAD,1,
51-65,16.65,CAD,1,
64-51,15.60,CAD,1,
51-64,15.60,CAD,1,
63-51,15.10,CAD,1,
51-63,15.10,CAD,1,
62-51,14.45,CAD,1,
51-62,14.45,CAD,1,
61-51,13.65,CAD,1,
51-61,13.65,CAD,1,
60-51,10.05,CAD,1,
51-60,10.05,CAD,1,
58-51,16.40,CAD,1,
51-58,16.40,CAD,1,
57-51,16.00,CAD,1,
51-57,16.00,CAD,1,
56-51,15.05,CAD,1,
51-56,15.05,CAD,1,
55-51,11.00,CAD,1,
51-55,11.00,CAD,1,
54-51,9.50,CAD,1,
51-54,9.50,CAD,1,
53-51,8.20,CAD,1,
51-53,8.20,CAD,1,
52-51,6.40,CAD,1,
51-52,6.40,CAD,1,
51-51,5.30,CAD,1,
1084-46,29.45,CAD,1,
46-1084,29.45,CAD,1,
1083-46,27.50,CAD,1,
46-1083,27.50,CAD,1,
97-46,19.40,CAD,1,
46-97,19.40,CAD,1,
96-46,18.50,CAD,1,
46-96,18.50,CAD,1,
95-46,17.95,CAD,1,
46-95,17.95,CAD,1,
94-46,17.45,CAD,1,
46-94,17.45,CAD,1,
93-46,16.75,CAD,1,
46-93,16.75,CAD,1,
92-46,16.00,CAD,1,
46-92,16.00,CAD,1,
91-46,15.40,CAD,1,
46-91,15.40,CAD,1,
90-46,13.35,CAD,1,
46-90,13.35,CAD,1,
89-46,13.30,CAD,1,
46-89,13.30,CAD,1,
88-46,16.35,CAD,1,
46-88,16.35,CAD,1,
87-46,14.95,CAD,1,
46-87,14.95,CAD,1,
86-46,14.25,CAD,1,
46-86,14.25,CAD,1,
85-46,24.25,CAD,1,
46-85,24.25,CAD,1,
84-46,26.45,CAD,1,
46-84,26.45,CAD,1,
83-46,24.50,CAD,1,
46-83,24.50,CAD,1,
82-46,22.25,CAD,1,
46-82,22.25,CAD,1,
81-46,21.60,CAD,1,
46-81,21.60,CAD,1,
80-46,20.30,CAD,1,
46-80,20.30,CAD,1,
77-46,12.20,CAD,1,
46-77,12.20,CAD,1,
76-46,19.85,CAD,1,
46-76,19.85,CAD,1,
75-46,19.20,CAD,1,
46-75,19.20,CAD,1,
74-46,18.30,CAD,1,
46-74,18.30,CAD,1,
73-46,17.40,CAD,1,
46-73,17.40,CAD,1,
72-46,16.90,CAD,1,
46-72,16.90,CAD,1,
71-46,16.75,CAD,1,
46-71,16.75,CAD,1,
70-46,16.55,CAD,1,
46-70,16.55,CAD,1,
69-46,12.95,CAD,1,
46-69,12.95,CAD,1,
68-46,12.35,CAD,1,
46-68,12.35,CAD,1,
67-46,11.50,CAD,1,
46-67,11.50,CAD,1,
66-46,10.90,CAD,1,
46-66,10.90,CAD,1,
65-46,9.30,CAD,1,
46-65,9.30,CAD,1,
64-46,7.35,CAD,1,
46-64,7.35,CAD,1,
63-46,8.35,CAD,1,
46-63,8.35,CAD,1,
62-46,9.30,CAD,1,
46-62,9.30,CAD,1,
61-46,10.55,CAD,1,
46-61,10.55,CAD,1,
60-46,10.85,CAD,1,
46-60,10.85,CAD,1,
58-46,17.55,CAD,1,
46-58,17.55,CAD,1,
57-46,17.20,CAD,1,
46-57,17.20,CAD,1,
56-46,16.20,CAD,1,
46-56,16.20,CAD,1,
55-46,10.20,CAD,1,
46-55,10.20,CAD,1,
54-46,13.40,CAD,1,
46-54,13.40,CAD,1,
53-46,14.80,CAD,1,
46-53,14.80,CAD,1,
52-46,15.75,CAD,1,
46-52,15.75,CAD,1,
51-46,16.75,CAD,1,
46-51,16.75,CAD,1,
46-46,5.30,CAD,1,
1084-45,28.20,CAD,1,
45-1084,28.20,CAD,1,
1083-45,26.25,CAD,1,
45-1083,26.25,CAD,1,
97-45,18.20,CAD,1,
45-97,18.20,CAD,1,
96-45,17.25,CAD,1,
45-96,17.25,CAD,1,
95-45,16.75,CAD,1,
45-95,16.75,CAD,1,
94-45,16.20,CAD,1,
45-94,16.20,CAD,1,
93-45,15.50,CAD,1,
45-93,15.50,CAD,1,
92-45,14.80,CAD,1,
45-92,14.80,CAD,1,
91-45,14.15,CAD,1,
45-91,14.15,CAD,1,
90-45,12.10,CAD,1,
45-90,12.10,CAD,1,
89-45,12.05,CAD,1,
45-89,12.05,CAD,1,
88-45,15.05,CAD,1,
45-88,15.05,CAD,1,
87-45,13.65,CAD,1,
45-87,13.65,CAD,1,
86-45,13.00,CAD,1,
45-86,13.00,CAD,1,
85-45,23.00,CAD,1,
45-85,23.00,CAD,1,
84-45,25.20,CAD,1,
45-84,25.20,CAD,1,
83-45,23.25,CAD,1,
45-83,23.25,CAD,1,
82-45,21.00,CAD,1,
45-82,21.00,CAD,1,
81-45,20.30,CAD,1,
45-81,20.30,CAD,1,
80-45,19.05,CAD,1,
45-80,19.05,CAD,1,
77-45,10.95,CAD,1,
45-77,10.95,CAD,1,
76-45,18.60,CAD,1,
45-76,18.60,CAD,1,
75-45,17.95,CAD,1,
45-75,17.95,CAD,1,
74-45,17.05,CAD,1,
45-74,17.05,CAD,1,
73-45,16.15,CAD,1,
45-73,16.15,CAD,1,
72-45,15.65,CAD,1,
45-72,15.65,CAD,1,
71-45,15.50,CAD,1,
45-71,15.50,CAD,1,
70-45,15.30,CAD,1,
45-70,15.30,CAD,1,
69-45,11.65,CAD,1,
45-69,11.65,CAD,1,
68-45,11.10,CAD,1,
45-68,11.10,CAD,1,
67-45,10.25,CAD,1,
45-67,10.25,CAD,1,
66-45,9.30,CAD,1,
45-66,9.30,CAD,1,
65-45,7.95,CAD,1,
45-65,7.95,CAD,1,
64-45,5.30,CAD,1,
45-64,5.30,CAD,1,
63-45,6.70,CAD,1,
45-63,6.70,CAD,1,
62-45,7.95,CAD,1,
45-62,7.95,CAD,1,
61-45,8.90,CAD,1,
45-61,8.90,CAD,1,
60-45,9.20,CAD,1,
45-60,9.20,CAD,1,
58-45,16.35,CAD,1,
45-58,16.35,CAD,1,
57-45,15.95,CAD,1,
45-57,15.95,CAD,1,
56-45,15.00,CAD,1,
45-56,15.00,CAD,1,
55-45,11.25,CAD,1,
45-55,11.25,CAD,1,
54-45,14.40,CAD,1,
45-54,14.40,CAD,1,
53-45,15.80,CAD,1,
45-53,15.80,CAD,1,
52-45,16.80,CAD,1,
45-52,16.80,CAD,1,
51-45,17.75,CAD,1,
45-51,17.75,CAD,1,
46-45,6.80,CAD,1,
45-46,6.80,CAD,1,
45-45,5.30,CAD,1,
1084-44,27.40,CAD,1,
44-1084,27.40,CAD,1,
1083-44,25.45,CAD,1,
44-1083,25.45,CAD,1,
97-44,17.40,CAD,1,
44-97,17.40,CAD,1,
96-44,16.50,CAD,1,
44-96,16.50,CAD,1,
95-44,15.95,CAD,1,
44-95,15.95,CAD,1,
94-44,15.45,CAD,1,
44-94,15.45,CAD,1,
93-44,14.75,CAD,1,
44-93,14.75,CAD,1,
92-44,14.00,CAD,1,
44-92,14.00,CAD,1,
91-44,13.40,CAD,1,
44-91,13.40,CAD,1,
90-44,11.40,CAD,1,
44-90,11.40,CAD,1,
89-44,11.35,CAD,1,
44-89,11.35,CAD,1,
88-44,14.20,CAD,1,
44-88,14.20,CAD,1,
87-44,12.75,CAD,1,
44-87,12.75,CAD,1,
86-44,12.15,CAD,1,
44-86,12.15,CAD,1,
85-44,22.25,CAD,1,
44-85,22.25,CAD,1,
84-44,24.40,CAD,1,
44-84,24.40,CAD,1,
83-44,22.45,CAD,1,
44-83,22.45,CAD,1,
82-44,20.20,CAD,1,
44-82,20.20,CAD,1,
81-44,19.50,CAD,1,
44-81,19.50,CAD,1,
80-44,18.30,CAD,1,
44-80,18.30,CAD,1,
77-44,10.15,CAD,1,
44-77,10.15,CAD,1,
76-44,17.80,CAD,1,
44-76,17.80,CAD,1,
75-44,17.20,CAD,1,
44-75,17.20,CAD,1,
74-44,16.25,CAD,1,
44-74,16.25,CAD,1,
73-44,15.40,CAD,1,
44-73,15.40,CAD,1,
72-44,14.90,CAD,1,
44-72,14.90,CAD,1,
71-44,14.75,CAD,1,
44-71,14.75,CAD,1,
70-44,14.50,CAD,1,
44-70,14.50,CAD,1,
69-44,9.95,CAD,1,
44-69,9.95,CAD,1,
68-44,8.90,CAD,1,
44-68,8.90,CAD,1,
67-44,8.05,CAD,1,
44-67,8.05,CAD,1,
66-44,7.05,CAD,1,
44-66,7.05,CAD,1,
65-44,5.30,CAD,1,
44-65,5.30,CAD,1,
64-44,5.30,CAD,1,
44-64,5.30,CAD,1,
63-44,6.35,CAD,1,
44-63,6.35,CAD,1,
62-44,6.75,CAD,1,
44-62,6.75,CAD,1,
61-44,8.20,CAD,1,
44-61,8.20,CAD,1,
60-44,8.30,CAD,1,
44-60,8.30,CAD,1,
58-44,15.55,CAD,1,
44-58,15.55,CAD,1,
57-44,15.20,CAD,1,
44-57,15.20,CAD,1,
56-44,14.20,CAD,1,
44-56,14.20,CAD,1,
55-44,11.55,CAD,1,
44-55,11.55,CAD,1,
54-44,19.40,CAD,1,
44-54,19.40,CAD,1,
53-44,18.25,CAD,1,
44-53,18.25,CAD,1,
52-44,16.85,CAD,1,
44-52,16.85,CAD,1,
51-44,15.85,CAD,1,
44-51,15.85,CAD,1,
46-44,7.05,CAD,1,
44-46,7.05,CAD,1,
45-44,5.30,CAD,1,
44-45,5.30,CAD,1,
44-44,5.30,CAD,1,
1084-43,29.65,CAD,1,
43-1084,29.65,CAD,1,
1083-43,27.65,CAD,1,
43-1083,27.65,CAD,1,
97-43,20.65,CAD,1,
43-97,20.65,CAD,1,
96-43,19.90,CAD,1,
43-96,19.90,CAD,1,
95-43,19.35,CAD,1,
43-95,19.35,CAD,1,
94-43,18.85,CAD,1,
43-94,18.85,CAD,1,
93-43,18.15,CAD,1,
43-93,18.15,CAD,1,
92-43,17.40,CAD,1,
43-92,17.40,CAD,1,
91-43,16.80,CAD,1,
43-91,16.80,CAD,1,
90-43,15.15,CAD,1,
43-90,15.15,CAD,1,
89-43,15.10,CAD,1,
43-89,15.10,CAD,1,
88-43,17.95,CAD,1,
43-88,17.95,CAD,1,
87-43,16.55,CAD,1,
43-87,16.55,CAD,1,
86-43,15.90,CAD,1,
43-86,15.90,CAD,1,
85-43,24.55,CAD,1,
43-85,24.55,CAD,1,
84-43,26.65,CAD,1,
43-84,26.65,CAD,1,
83-43,24.65,CAD,1,
43-83,24.65,CAD,1,
82-43,22.40,CAD,1,
43-82,22.40,CAD,1,
81-43,21.75,CAD,1,
43-81,21.75,CAD,1,
80-43,20.60,CAD,1,
43-80,20.60,CAD,1,
77-43,13.40,CAD,1,
43-77,13.40,CAD,1,
76-43,20.00,CAD,1,
43-76,20.00,CAD,1,
75-43,19.35,CAD,1,
43-75,19.35,CAD,1,
74-43,18.45,CAD,1,
43-74,18.45,CAD,1,
73-43,17.55,CAD,1,
43-73,17.55,CAD,1,
72-43,17.05,CAD,1,
43-72,17.05,CAD,1,
71-43,16.90,CAD,1,
43-71,16.90,CAD,1,
70-43,16.70,CAD,1,
43-70,16.70,CAD,1,
69-43,21.40,CAD,1,
43-69,21.40,CAD,1,
68-43,20.90,CAD,1,
43-68,20.90,CAD,1,
67-43,20.05,CAD,1,
43-67,20.05,CAD,1,
66-43,19.40,CAD,1,
43-66,19.40,CAD,1,
65-43,18.20,CAD,1,
43-65,18.20,CAD,1,
64-43,17.15,CAD,1,
43-64,17.15,CAD,1,
63-43,16.65,CAD,1,
43-63,16.65,CAD,1,
62-43,16.00,CAD,1,
43-62,16.00,CAD,1,
61-43,15.20,CAD,1,
43-61,15.20,CAD,1,
60-43,15.20,CAD,1,
43-60,15.20,CAD,1,
58-43,14.75,CAD,1,
43-58,14.75,CAD,1,
57-43,14.35,CAD,1,
43-57,14.35,CAD,1,
56-43,13.40,CAD,1,
43-56,13.40,CAD,1,
55-43,23.80,CAD,1,
43-55,23.80,CAD,1,
54-43,22.65,CAD,1,
43-54,22.65,CAD,1,
53-43,21.50,CAD,1,
43-53,21.50,CAD,1,
52-43,20.10,CAD,1,
43-52,20.10,CAD,1,
51-43,19.10,CAD,1,
43-51,19.10,CAD,1,
46-43,19.40,CAD,1,
43-46,19.40,CAD,1,
45-43,18.20,CAD,1,
43-45,18.20,CAD,1,
44-43,17.40,CAD,1,
43-44,17.40,CAD,1,
43-43,5.30,CAD,1,
1084-42,29.10,CAD,1,
42-1084,29.10,CAD,1,
1083-42,27.15,CAD,1,
42-1083,27.15,CAD,1,
97-42,20.15,CAD,1,
42-97,20.15,CAD,1,
96-42,19.35,CAD,1,
42-96,19.35,CAD,1,
95-42,18.85,CAD,1,
42-95,18.85,CAD,1,
94-42,18.35,CAD,1,
42-94,18.35,CAD,1,
93-42,17.60,CAD,1,
42-93,17.60,CAD,1,
92-42,16.90,CAD,1,
42-92,16.90,CAD,1,
91-42,16.25,CAD,1,
42-91,16.25,CAD,1,
90-42,14.70,CAD,1,
42-90,14.70,CAD,1,
89-42,14.65,CAD,1,
42-89,14.65,CAD,1,
88-42,17.45,CAD,1,
42-88,17.45,CAD,1,
87-42,16.05,CAD,1,
42-87,16.05,CAD,1,
86-42,15.40,CAD,1,
42-86,15.40,CAD,1,
85-42,24.10,CAD,1,
42-85,24.10,CAD,1,
84-42,26.10,CAD,1,
42-84,26.10,CAD,1,
83-42,24.15,CAD,1,
42-83,24.15,CAD,1,
82-42,21.95,CAD,1,
42-82,21.95,CAD,1,
81-42,21.20,CAD,1,
42-81,21.20,CAD,1,
80-42,20.15,CAD,1,
42-80,20.15,CAD,1,
77-42,12.95,CAD,1,
42-77,12.95,CAD,1,
76-42,19.50,CAD,1,
42-76,19.50,CAD,1,
75-42,18.90,CAD,1,
42-75,18.90,CAD,1,
74-42,17.95,CAD,1,
42-74,17.95,CAD,1,
73-42,17.10,CAD,1,
42-73,17.10,CAD,1,
72-42,16.60,CAD,1,
42-72,16.60,CAD,1,
71-42,16.45,CAD,1,
42-71,16.45,CAD,1,
70-42,16.20,CAD,1,
42-70,16.20,CAD,1,
69-42,20.90,CAD,1,
42-69,20.90,CAD,1,
68-42,20.40,CAD,1,
42-68,20.40,CAD,1,
67-42,19.50,CAD,1,
42-67,19.50,CAD,1,
66-42,18.90,CAD,1,
42-66,18.90,CAD,1,
65-42,17.65,CAD,1,
42-65,17.65,CAD,1,
64-42,16.65,CAD,1,
42-64,16.65,CAD,1,
63-42,16.10,CAD,1,
42-63,16.10,CAD,1,
62-42,15.50,CAD,1,
42-62,15.50,CAD,1,
61-42,14.70,CAD,1,
42-61,14.70,CAD,1,
60-42,14.70,CAD,1,
42-60,14.70,CAD,1,
58-42,14.20,CAD,1,
42-58,14.20,CAD,1,
57-42,13.85,CAD,1,
42-57,13.85,CAD,1,
56-42,12.95,CAD,1,
42-56,12.95,CAD,1,
55-42,23.30,CAD,1,
42-55,23.30,CAD,1,
54-42,22.15,CAD,1,
42-54,22.15,CAD,1,
53-42,20.95,CAD,1,
42-53,20.95,CAD,1,
52-42,19.55,CAD,1,
42-52,19.55,CAD,1,
51-42,18.60,CAD,1,
42-51,18.60,CAD,1,
46-42,18.90,CAD,1,
42-46,18.90,CAD,1,
45-42,17.65,CAD,1,
42-45,17.65,CAD,1,
44-42,16.90,CAD,1,
42-44,16.90,CAD,1,
43-42,5.60,CAD,1,
42-43,5.60,CAD,1,
42-42,5.30,CAD,1,
1084-41,27.85,CAD,1,
41-1084,27.85,CAD,1,
1083-41,25.90,CAD,1,
41-1083,25.90,CAD,1,
97-41,18.85,CAD,1,
41-97,18.85,CAD,1,
96-41,18.10,CAD,1,
41-96,18.10,CAD,1,
95-41,17.55,CAD,1,
41-95,17.55,CAD,1,
94-41,17.05,CAD,1,
41-94,17.05,CAD,1,
93-41,16.35,CAD,1,
41-93,16.35,CAD,1,
92-41,15.60,CAD,1,
41-92,15.60,CAD,1,
91-41,15.00,CAD,1,
41-91,15.00,CAD,1,
90-41,13.40,CAD,1,
41-90,13.40,CAD,1,
89-41,13.35,CAD,1,
41-89,13.35,CAD,1,
88-41,16.20,CAD,1,
41-88,16.20,CAD,1,
87-41,14.80,CAD,1,
41-87,14.80,CAD,1,
86-41,14.15,CAD,1,
41-86,14.15,CAD,1,
85-41,22.80,CAD,1,
41-85,22.80,CAD,1,
84-41,24.85,CAD,1,
41-84,24.85,CAD,1,
83-41,22.90,CAD,1,
41-83,22.90,CAD,1,
82-41,20.65,CAD,1,
41-82,20.65,CAD,1,
81-41,20.00,CAD,1,
41-81,20.00,CAD,1,
80-41,18.85,CAD,1,
41-80,18.85,CAD,1,
77-41,11.65,CAD,1,
41-77,11.65,CAD,1,
76-41,18.25,CAD,1,
41-76,18.25,CAD,1,
75-41,17.60,CAD,1,
41-75,17.60,CAD,1,
74-41,16.70,CAD,1,
41-74,16.70,CAD,1,
73-41,15.80,CAD,1,
41-73,15.80,CAD,1,
72-41,15.30,CAD,1,
41-72,15.30,CAD,1,
71-41,15.15,CAD,1,
41-71,15.15,CAD,1,
70-41,14.95,CAD,1,
41-70,14.95,CAD,1,
69-41,19.60,CAD,1,
41-69,19.60,CAD,1,
68-41,19.10,CAD,1,
41-68,19.10,CAD,1,
67-41,18.25,CAD,1,
41-67,18.25,CAD,1,
66-41,17.60,CAD,1,
41-66,17.60,CAD,1,
65-41,16.40,CAD,1,
41-65,16.40,CAD,1,
64-41,15.35,CAD,1,
41-64,15.35,CAD,1,
63-41,14.85,CAD,1,
41-63,14.85,CAD,1,
62-41,14.20,CAD,1,
41-62,14.20,CAD,1,
61-41,13.40,CAD,1,
41-61,13.40,CAD,1,
60-41,13.40,CAD,1,
41-60,13.40,CAD,1,
58-41,13.00,CAD,1,
41-58,13.00,CAD,1,
57-41,12.60,CAD,1,
41-57,12.60,CAD,1,
56-41,11.65,CAD,1,
41-56,11.65,CAD,1,
55-41,22.00,CAD,1,
41-55,22.00,CAD,1,
54-41,20.85,CAD,1,
41-54,20.85,CAD,1,
53-41,19.65,CAD,1,
41-53,19.65,CAD,1,
52-41,18.30,CAD,1,
41-52,18.30,CAD,1,
51-41,17.30,CAD,1,
41-51,17.30,CAD,1,
46-41,17.60,CAD,1,
41-46,17.60,CAD,1,
45-41,16.40,CAD,1,
41-45,16.40,CAD,1,
44-41,15.60,CAD,1,
41-44,15.60,CAD,1,
43-41,7.35,CAD,1,
41-43,7.35,CAD,1,
42-41,6.75,CAD,1,
41-42,6.75,CAD,1,
41-41,5.30,CAD,1,
1084-39,31.70,CAD,1,
39-1084,31.70,CAD,1,
1083-39,29.75,CAD,1,
39-1083,29.75,CAD,1,
97-39,22.70,CAD,1,
39-97,22.70,CAD,1,
96-39,21.80,CAD,1,
39-96,21.80,CAD,1,
95-39,21.25,CAD,1,
39-95,21.25,CAD,1,
94-39,20.75,CAD,1,
39-94,20.75,CAD,1,
93-39,20.05,CAD,1,
39-93,20.05,CAD,1,
92-39,19.30,CAD,1,
39-92,19.30,CAD,1,
91-39,18.70,CAD,1,
39-91,18.70,CAD,1,
90-39,17.25,CAD,1,
39-90,17.25,CAD,1,
89-39,17.20,CAD,1,
39-89,17.20,CAD,1,
88-39,20.05,CAD,1,
39-88,20.05,CAD,1,
87-39,18.65,CAD,1,
39-87,18.65,CAD,1,
86-39,17.95,CAD,1,
39-86,17.95,CAD,1,
85-39,26.50,CAD,1,
39-85,26.50,CAD,1,
84-39,28.70,CAD,1,
39-84,28.70,CAD,1,
83-39,26.75,CAD,1,
39-83,26.75,CAD,1,
82-39,24.50,CAD,1,
39-82,24.50,CAD,1,
81-39,23.80,CAD,1,
39-81,23.80,CAD,1,
80-39,22.55,CAD,1,
39-80,22.55,CAD,1,
77-39,15.50,CAD,1,
39-77,15.50,CAD,1,
76-39,22.10,CAD,1,
39-76,22.10,CAD,1,
75-39,21.50,CAD,1,
39-75,21.50,CAD,1,
74-39,20.55,CAD,1,
39-74,20.55,CAD,1,
73-39,19.65,CAD,1,
39-73,19.65,CAD,1,
72-39,19.15,CAD,1,
39-72,19.15,CAD,1,
71-39,19.00,CAD,1,
39-71,19.00,CAD,1,
70-39,18.80,CAD,1,
39-70,18.80,CAD,1,
